seed,accuracy-bound,correct-count-lower-bound,duration-proof-search,duration,normalized-accuracy-bound
50.0,0.961512565612793,16131504.0,1.9073486328125e-06,38.83851170539856,0.96165718204202
104.0,0.9540664553642272,16006579.0,1.430511474609375e-06,38.937081813812256,0.9543216280235836
519.0,0.9575543999671936,16065097.0,1.9073486328125e-06,38.904009103775024,0.9577427264007566
742.0,0.9496808648109436,15933001.0,2.384185791015625e-06,38.71036148071289,0.949997847554124
913.0,0.9586440920829772,16083379.0,3.5762786865234375e-06,39.00469946861267,0.9589956297351642
1185.0,0.9471079111099244,15889834.0,1.430511474609375e-06,38.98424816131592,0.9473611096868416
1283.0,0.9523741602897644,15978187.0,1.9073486328125e-06,38.82437229156494,0.952537901360245
1412.0,0.9576621651649476,16066905.0,2.1457672119140625e-06,38.54018187522888,0.957893513710353
1490.0,0.9604446887969972,16113588.0,2.384185791015625e-06,38.49392604827881,0.9607263119221946
1681.0,0.9536314010620116,15999280.0,1.9073486328125e-06,38.61070418357849,0.958850689022158
1696.0,0.94882333278656,15918614.0,2.1457672119140625e-06,38.63958263397217,0.9491998508577024
1895.0,0.9457859992980956,15867656.0,2.1457672119140625e-06,38.63199830055237,0.9461252623545126
1951.0,0.9351727962493896,15689596.0,2.384185791015625e-06,38.5397367477417,0.9414042092352032
2236.0,0.9514381289482116,15962483.0,2.1457672119140625e-06,38.534841775894165,0.951803993222254
2306.0,0.917985498905182,15401241.0,1.9073486328125e-06,38.47499394416809,0.9216571376593472
2345.0,0.9534837603569032,15996803.0,1.430511474609375e-06,38.32429122924805,0.9547529730533366
2549.0,0.9561135172843932,16040923.0,2.6226043701171875e-06,38.247042655944824,0.9562833740982302
2743.0,0.9589934945106506,16089241.0,2.384185791015625e-06,38.19661235809326,0.9592329995056944
2773.0,0.9543529748916626,16011386.0,1.430511474609375e-06,38.38890290260315,0.9545745321052084
3175.0,0.9655911922454834,16199932.0,2.1457672119140625e-06,38.30359506607056,0.9657718871804392
3254.0,0.953490436077118,15996915.0,1.430511474609375e-06,38.06154203414917,0.953951797776649
3284.0,0.9517896771430968,15968381.0,1.6689300537109375e-06,38.1384391784668,0.95211922862295
4157.0,0.9417224526405334,15799481.0,2.1457672119140625e-06,38.28090262413025,0.94283397872837
4305.0,0.9520913362503052,15973442.0,3.0994415283203125e-06,38.3991904258728,0.9527854858036624
4430.0,0.9531248807907104,15990782.0,2.6226043701171875e-06,38.39439392089844,0.9540219125551316
4647.0,0.9550095796585084,16022402.0,2.384185791015625e-06,38.3353853225708,0.9556649282574416
4729.0,0.9614182114601136,16129921.0,1.6689300537109375e-06,38.23409175872803,0.961647199425799
4800.0,0.9654539227485656,16197629.0,1.9073486328125e-06,38.07459616661072,0.9656319439174256
4810.0,0.9539394974708556,16004449.0,2.384185791015625e-06,37.82778358459473,0.9540290022879602
5358.0,0.9532962441444396,15993657.0,2.1457672119140625e-06,37.77342772483826,0.9540884737090612
5615.0,0.9477946758270264,15901356.0,1.9073486328125e-06,37.70903658866882,0.9479709666619291
5781.0,0.955473780632019,16030190.0,1.9073486328125e-06,37.97545576095581,0.9557361104958554
5928.0,0.9519410729408264,15970921.0,1.9073486328125e-06,37.847973346710205,0.9522467165332156
6082.0,0.9536247849464417,15999169.0,1.6689300537109375e-06,38.022130250930786,0.953821038617212
6155.0,0.923999547958374,15502140.0,1.9073486328125e-06,38.214991331100464,0.9259086822895074
6159.0,0.9306013584136964,15612900.0,1.6689300537109375e-06,38.231661319732666,0.9364842143247194
6204.0,0.951615869998932,15965465.0,2.384185791015625e-06,38.07880687713623,0.9517279066214308
6532.0,0.9590541124343872,16090258.0,1.6689300537109375e-06,37.788779973983765,0.9593225729155443
6549.0,0.9550800323486328,16023584.0,1.9073486328125e-06,37.868162631988525,0.9555174335175404
6589.0,0.9528834223747252,15986731.0,2.384185791015625e-06,38.38957619667053,0.9531252654942994
6910.0,0.9464821815490724,15879336.0,1.6689300537109375e-06,38.58798098564148,0.9468092743488624
7098.0,0.9543471932411194,16011289.0,1.9073486328125e-06,38.60229802131653,0.9549533875929036
7238.0,0.954232394695282,16009363.0,2.384185791015625e-06,38.63671898841858,0.9546677567366834
7310.0,0.9572166204452516,16059430.0,2.1457672119140625e-06,38.66985011100769,0.9574958127448528
7467.0,0.946559488773346,15880633.0,2.1457672119140625e-06,38.672584772109985,0.9467546270787978
7790.0,0.9567221999168396,16051135.0,1.9073486328125e-06,38.65555930137634,0.9569559458175874
7884.0,0.955520510673523,16030974.0,2.1457672119140625e-06,38.562336444854736,0.9563382642709752
8048.0,0.9479501843452454,15903965.0,1.430511474609375e-06,38.32385468482971,0.948344168594784
8299.0,0.9594807624816896,16097416.0,1.6689300537109375e-06,38.336446046829224,0.9597477974127724
8721.0,0.9618207812309264,16136675.0,1.6689300537109375e-06,38.27627468109131,0.9620607055420868
8745.0,0.941984236240387,15803873.0,1.9073486328125e-06,38.19683790206909,0.9427504745406412
8840.0,0.959838330745697,16103415.0,1.430511474609375e-06,38.15774393081665,0.9602804306773276
8893.0,0.9483525156974792,15910715.0,1.6689300537109375e-06,38.24443531036377,0.9488490757277542
9132.0,0.9289462566375732,15585132.0,1.430511474609375e-06,38.184906005859375,0.9296484294472906
9134.0,0.9527067542076112,15983767.0,1.430511474609375e-06,38.31542754173279,0.9529770174413316
9504.0,0.9491413831710817,15923950.0,1.1920928955078125e-06,38.81589245796203,0.9494176540963232
9816.0,0.9559810161590576,16038700.0,1.6689300537109375e-06,38.74091601371765,0.9561574046115442
10248.0,0.9406768083572388,15781938.0,1.430511474609375e-06,38.59726667404175,0.942209528831295
11124.0,0.9646110534667968,16183488.0,2.1457672119140625e-06,38.79397082328797,0.964843678037981
11130.0,0.9496806859970092,15932998.0,1.430511474609375e-06,38.698732137680054,0.9512640266385008
11498.0,0.9537597298622132,16001433.0,1.9073486328125e-06,38.57558465003967,0.9540205084116206
11598.0,0.9635077118873596,16164977.0,1.9073486328125e-06,38.631187200546265,0.9637073208653932
11611.0,0.9558510780334472,16036520.0,2.1457672119140625e-06,38.57206392288208,0.9561652173207922
12141.0,0.9530826807022096,15990074.0,1.9073486328125e-06,39.773372173309326,0.9533785157533295
12287.0,0.9556116461753844,16032503.0,1.9073486328125e-06,39.80140280723572,0.9560685609413164
12457.0,0.9666311144828796,16217379.0,1.6689300537109375e-06,39.71450686454773,0.9667081528186988
12493.0,0.952218532562256,15975576.0,2.86102294921875e-06,39.82303214073181,0.9523853127985598
12552.0,0.9339526891708374,15669126.0,1.9073486328125e-06,39.78584909439087,0.9388034375662988
12561.0,0.9521628618240356,15974642.0,2.384185791015625e-06,39.75189685821533,0.9524097460499746
13036.0,0.9559010863304138,16037359.0,4.291534423828125e-06,39.697638273239136,0.9561732818838524
13293.0,0.9549040198326112,16020631.0,1.9073486328125e-06,39.73782706260681,0.95519865471352
13468.0,0.9574461579322816,16063281.0,2.384185791015625e-06,40.00382876396179,0.9579104618952352
13654.0,0.9620100855827332,16139851.0,3.337860107421875e-06,39.95301008224487,0.9623103555864988
13716.0,0.9445109367370604,15846264.0,2.6226043701171875e-06,39.8511483669281,0.9448197154104468
14095.0,0.9550846815109252,16023662.0,2.6226043701171875e-06,39.77453684806824,0.955358353391075
14929.0,0.9465422034263612,15880343.0,2.6226043701171875e-06,39.91997504234314,0.9472816913313488
15043.0,0.948466420173645,15912626.0,2.384185791015625e-06,39.886821031570435,0.9487624628241588
15399.0,0.955319881439209,16027608.0,2.1457672119140625e-06,39.87585139274597,0.9555766996943308
15622.0,0.9490932822227478,15923143.0,2.6226043701171875e-06,39.873202323913574,0.9494036155598002
15662.0,0.9349210262298584,15685372.0,2.1457672119140625e-06,38.69351148605347,0.9413132559808433
16069.0,0.9491580724716188,15924230.0,2.1457672119140625e-06,38.516867876052856,0.949449349391539
16149.0,0.9566091299057008,16049238.0,1.6689300537109375e-06,38.715513467788696,0.9568512340479216
16197.0,0.9441816806793212,15840740.0,1.6689300537109375e-06,38.57304644584656,0.9523167690459566
16284.0,0.9705709218978882,16283478.0,1.1920928955078125e-06,38.53996562957764,0.9709298435980078
17080.0,0.9574801921844482,16063852.0,1.430511474609375e-06,38.56718707084656,0.95766987425042
17096.0,0.9560198187828064,16039351.0,2.1457672119140625e-06,38.51480746269226,0.9563175348332188
17194.0,0.9370304942131042,15720763.0,1.430511474609375e-06,38.61577844619751,0.9377932624136744
17197.0,0.957589030265808,16065678.0,1.9073486328125e-06,39.64628005027771,0.9578314966181598
18146.0,0.9597502946853638,16101938.0,2.384185791015625e-06,39.71782183647156,0.9600586745856609
18289.0,0.9629939794540404,16156358.0,2.1457672119140625e-06,39.64322090148926,0.963252688444503
18668.0,0.9606699347496032,16117367.0,2.1457672119140625e-06,39.262418031692505,0.9609968309947544
19004.0,0.9545558094978333,16014789.0,1.430511474609375e-06,39.45181632041931,0.9548436760493192
19093.0,0.9603790640830994,16112487.0,2.384185791015625e-06,39.78936529159546,0.9607933389552832
19451.0,0.95466411113739,16016606.0,2.384185791015625e-06,39.6747612953186,0.9554688200012814
19488.0,0.9418365359306335,15801395.0,2.1457672119140625e-06,38.74755001068115,0.9421700004018776
19538.0,0.9579253196716307,16071320.0,2.6226043701171875e-06,38.56936526298523,0.958121944299592
19917.0,0.948646068572998,15915640.0,2.384185791015625e-06,38.43084955215454,0.951011009832694
20013.0,0.9488516449928284,15919089.0,2.1457672119140625e-06,38.7447669506073,0.9492141374933076
20294.0,0.9353102445602416,15691902.0,2.6226043701171875e-06,38.67109751701355,0.9404982502200072
20338.0,0.9575909972190856,16065711.0,2.1457672119140625e-06,38.54051184654236,0.958273723472158
20415.0,0.967119574546814,16225574.0,1.6689300537109375e-06,38.34106254577637,0.967638252425436
20539.0,0.959074079990387,16090593.0,2.384185791015625e-06,39.08841323852539,0.95919957417639
20751.0,0.9597281217575072,16101566.0,2.86102294921875e-06,39.04753541946411,0.959889522096028
20754.0,0.9356589913368224,15697753.0,2.86102294921875e-06,39.222070932388306,0.9368041145074556
20976.0,0.9560808539390564,16040375.0,2.6226043701171875e-06,38.96045708656311,0.958528535336906
21317.0,0.9618878364562988,16137800.0,1.6689300537109375e-06,38.70285081863403,0.962087970198154
21598.0,0.959544837474823,16098491.0,1.9073486328125e-06,39.0005419254303,0.9599444420327636
22261.0,0.9519132375717164,15970454.0,2.1457672119140625e-06,39.084412574768066,0.9521137935010332
22286.0,0.9594481587409972,16096869.0,1.6689300537109375e-06,38.824424266815186,0.959712895827406
22401.0,0.951714813709259,15967125.0,2.384185791015625e-06,38.80192494392395,0.9519953528061076
22545.0,0.9428963661193848,15819176.0,1.9073486328125e-06,38.53486919403076,0.9464589254618788
23241.0,0.9607769250869752,16119162.0,1.9073486328125e-06,38.669671058654785,0.9617608011144118
23367.0,0.9510703086853028,15956312.0,1.430511474609375e-06,38.450597286224365,0.9513306922041536
23447.0,0.9483813047409058,15911198.0,2.384185791015625e-06,38.46402955055237,0.9484753200088248
23633.0,0.9627394080162048,16152087.0,2.1457672119140625e-06,38.39084815979004,0.9634109215328936
23696.0,0.9389782547950744,15753441.0,1.1920928955078125e-06,38.360679149627686,0.9425467063004248
24144.0,0.9460061192512512,15871349.0,1.430511474609375e-06,38.31589221954346,0.9463491854516218
24173.0,0.9584587216377258,16080269.0,1.6689300537109375e-06,38.39717888832092,0.9585475648321696
24202.0,0.952269971370697,15976439.0,1.9073486328125e-06,38.63395929336548,0.9526573436497676
24262.0,0.963259220123291,16160808.0,1.6689300537109375e-06,38.53997302055359,0.9636126225272662
24438.0,0.9539497494697572,16004621.0,2.6226043701171875e-06,38.41831278800965,0.9547208799507744
24566.0,0.9435282945632936,15829778.0,1.6689300537109375e-06,38.27296447753906,0.9453869248825506
25516.0,0.9608752131462096,16120811.0,1.6689300537109375e-06,37.68424963951111,0.9610165254931684
26278.0,0.9527074098587036,15983778.0,1.430511474609375e-06,37.52464938163757,0.9530863216975762
26374.0,0.9345489740371704,15679130.0,2.384185791015625e-06,37.7028546333313,0.9407793913719624
26829.0,0.9477028250694276,15899815.0,1.9073486328125e-06,37.70589828491211,0.947840505082064
26932.0,0.9586417078971864,16083339.0,1.6689300537109375e-06,37.88886404037475,0.9588476828962064
27300.0,0.9585728645324708,16082184.0,1.9073486328125e-06,37.820730209350586,0.9587772242637852
27484.0,0.9585388898849488,16081614.0,1.430511474609375e-06,37.783358573913574,0.9591873349400096
27584.0,0.9532958269119264,15993650.0,1.9073486328125e-06,39.15012979507446,0.954344243929378
27671.0,0.963986337184906,16173007.0,1.430511474609375e-06,39.03336143493652,0.9642665266583836
27714.0,0.9540625810623168,16006514.0,2.384185791015625e-06,39.00095462799072,0.9543150216380376
28090.0,0.9542844295501708,16010236.0,1.9073486328125e-06,39.12211847305298,0.954763370068222
28716.0,0.961004376411438,16122978.0,1.430511474609375e-06,39.14996266365051,0.961294416924624
28778.0,0.9645414352416992,16182320.0,1.9073486328125e-06,38.96907114982605,0.9647208985045096
29022.0,0.955461084842682,16029977.0,1.6689300537109375e-06,39.06941747665405,0.9559015676390776
29052.0,0.9535203576087952,15997417.0,2.6226043701171875e-06,39.14891695976257,0.9536781555747912
29110.0,0.9600043296813964,16106200.0,1.9073486328125e-06,39.08435249328613,0.96016388755551
29195.0,0.9610055685043336,16122998.0,2.384185791015625e-06,39.02840042114258,0.9612520519690256
29565.0,0.943861484527588,15835368.0,2.384185791015625e-06,39.07279634475708,0.9441748923048524
29725.0,0.9625951647758484,16149667.0,5.4836273193359375e-06,39.01768636703491,0.9627234153052096
29726.0,0.950217604637146,15942006.0,2.1457672119140625e-06,38.988633155822754,0.9506369629003064
30371.0,0.9501109719276428,15940217.0,1.9073486328125e-06,38.94356608390808,0.9502595949874668
30463.0,0.9519630074501038,15971289.0,2.1457672119140625e-06,39.080535650253296,0.9522817739512032
30684.0,0.9614832997322084,16131013.0,1.6689300537109375e-06,39.3551721572876,0.9618460297483336
30899.0,0.9555229544639589,16031015.0,1.9073486328125e-06,39.01515984535217,0.9564738860380122
31308.0,0.9619168639183044,16138287.0,1.9073486328125e-06,39.456294298172,0.9620714631476788
32103.0,0.9710416197776794,16291375.0,1.6689300537109375e-06,39.51627588272095,0.971412126195164
32374.0,0.9503015279769896,15943414.0,1.9073486328125e-06,39.1490581035614,0.9507510278912326
32382.0,0.9604414105415344,16113533.0,1.6689300537109375e-06,39.34655284881592,0.9606517812397644
123.0,0.9375690817832947,15729799.0,1.6689300537109375e-06,38.96836066246033,0.9395254036424863
